Date,Aramco,Exxon,Aramco_Growth,Exxon_Growth
2021-10-11,24.692825317382812,52.350276947021484,1.0,1.0
2021-10-12,24.859895706176758,52.07815933227539,1.0067659486772595,0.9948019832823143
2021-10-13,24.72623634338379,51.93358612060547,1.0013530661466048,0.9920403319577906
2021-10-14,24.92672348022461,52.724449157714844,1.0094723126995573,1.0071474733757764
2021-10-18,24.993547439575195,53.2006721496582,1.0121785222357964,1.0162443305409314
2021-10-19,25.026962280273438,54.000038146972656,1.01353174286846,1.0315138963184614
2021-10-20,24.893301010131836,54.29768371582031,1.008118783094776,1.0371995504583404
2021-10-21,25.026962280273438,53.31122589111328,1.01353174286846,1.018356138689854
2021-10-25,25.026962280273438,54.72288513183594,1.01353174286846,1.0453217885975186
2021-10-26,24.993547439575195,55.989959716796875,1.0121785222357964,1.0695255685745226
2021-10-27,25.194032669067383,54.53578567504883,1.0202976915457196,1.0417477968691375
2021-10-28,25.227447509765625,54.68885803222656,1.0216509121783832,1.044671799684493
2021-11-01,25.227447509765625,55.81137466430664,1.0216509121783832,1.0661142198118223
2021-11-02,25.327686309814453,55.122562408447266,1.025710342347286,1.052956462183215
2021-11-03,25.12720489501953,54.36571502685547,1.0175913275234216,1.0384990910721181
2021-11-04,25.29427146911621,54.773902893066406,1.0243571217146221,1.0462963347547833
2021-11-08,25.295488357543945,55.88792037963867,1.0244064027674014,1.0675764033912807
2021-11-09,25.160581588745117,56.43217086791992,1.0189430032954967,1.077972728301501
2021-11-10,25.228031158447266,55.3204231262207,1.0216745485453902,1.056736016548776
2021-11-11,25.32921028137207,55.4238395690918,1.0257720595278041,1.0587114873371302
2021-11-15,25.126846313476562,55.475555419921875,1.0175768058338879,1.0596993684687317
2021-11-16,25.05939292907715,56.035736083984375,1.0148451060979355,1.0703999931211936
2021-11-17,24.991941452026367,55.4238395690918,1.0121134836050125,1.0587114873371302
2021-11-18,24.991941452026367,54.820560455322266,1.0121134836050125,1.0471875919739777
2021-11-22,23.912668228149414,53.0107307434082,0.9684055153994793,1.0126160516219447
2021-11-23,24.14875602722168,54.406883239746094,0.9779665030968275,1.0392854902144242
2021-11-24,24.283666610717773,54.708526611328125,0.9834300570547913,1.0450475107647126
2021-11-29,23.541667938232422,53.079681396484375,0.953380896501138,1.0139331535953677
2021-11-30,23.373031616210938,51.57149887084961,0.9465515312967128,0.9851237066623354
2021-12-01,23.60911750793457,51.528404235839844,0.9561124417510315,0.9843005088203568
2021-12-02,23.57539176940918,52.8125114440918,0.95474663050457,1.0088296475974348
2021-12-06,23.60911750793457,53.07106399536133,0.9561124417510315,1.013768543174457
2021-12-07,23.642850875854492,53.66572570800781,0.9574785619696108,1.0251278281166987
2021-12-08,23.642850875854492,53.82084655761719,0.9574785619696108,1.0280909614305178
2021-12-09,23.44048500061035,53.95874786376953,0.9492832310326651,1.0307251653773641
2021-12-13,23.5079402923584,53.114158630371094,0.9520150080116471,1.0145917410164356
2021-12-14,23.60911750793457,53.036582946777344,0.9561124417510315,1.013109882884677
2021-12-15,23.71030044555664,52.80390167236328,0.9602101072195043,1.0086651829139484
2021-12-16,23.77776336669922,52.890079498291016,0.9629421931706039,1.0103113599917688
2021-12-20,23.77776336669922,50.98545837402344,0.9629421931706039,0.9739291050097166
2021-12-21,23.912668228149414,52.140296936035156,0.9684055153994793,0.995988941735708
2021-12-22,23.878936767578125,52.56258773803711,0.9670394724239295,1.00405558104746
2021-12-23,24.0813045501709,52.58844757080078,0.9752348806039045,1.004549558047617
2021-12-27,23.878936767578125,53.338233947753906,0.9670394724239295,1.01887204917239
2021-12-28,24.01384925842285,53.16585922241211,0.9725031036249226,1.0155793306731882
2021-12-29,23.744028091430664,52.70048522949219,0.9615759957089952,1.0066897121255942
2021-12-30,24.14875602722168,52.39021682739258,0.9779665030968275,1.0007629354169705
2022-01-03,24.04757308959961,54.76022720336914,0.9738688376283547,1.0460351004214654
2022-01-04,24.01384925842285,56.81999969482422,0.9725031036249226,1.0853810716670342
2022-01-05,24.115032196044922,57.52667999267578,0.9766007690933954,1.0988801463436921
